"id" ,"cnt","dteday"    ,"season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed"
1365 ,4    ,"2011-03-02",1       ,0   ,3     ,3   ,0        ,3        ,1           ,1           ,0.22  ,0.2121 ,0.69 ,0.2836
14640,8    ,"2012-09-07",3       ,1   ,9     ,4   ,0        ,5        ,1           ,1           ,0.62  ,0.5606 ,0.88 ,0
10094,223  ,"2012-03-01",1       ,1   ,3     ,15  ,0        ,4        ,1           ,1           ,0.6   ,0.6212 ,0.31 ,0.2537
5733 ,342  ,"2011-09-01",3       ,0   ,9     ,7   ,0        ,4        ,1           ,1           ,0.6   ,0.5758 ,0.78 ,0
16822,507  ,"2012-12-08",4       ,1   ,12    ,16  ,0        ,6        ,0           ,1           ,0.42  ,0.4242 ,0.82 ,0.1642
5559 ,235  ,"2011-08-24",3       ,0   ,8     ,12  ,0        ,3        ,1           ,1           ,0.74  ,0.6818 ,0.55 ,0.3284
5205 ,585  ,"2011-08-09",3       ,0   ,8     ,18  ,0        ,2        ,1           ,1           ,0.8   ,0.7576 ,0.55 ,0.194
8772 ,205  ,"2012-01-06",1       ,1   ,1     ,7   ,0        ,5        ,1           ,2           ,0.24  ,0.2879 ,0.65 ,0
6282 ,46   ,"2011-09-24",4       ,0   ,9     ,7   ,0        ,6        ,0           ,2           ,0.56  ,0.5303 ,0.88 ,0.1045
8719 ,1    ,"2012-01-04",1       ,1   ,1     ,2   ,0        ,3        ,1           ,1           ,0.02  ,0.0152 ,0.34 ,0.2836
9737 ,171  ,"2012-02-15",1       ,1   ,2     ,15  ,0        ,3        ,1           ,1           ,0.42  ,0.4242 ,0.41 ,0.2239
6886 ,130  ,"2011-10-19",4       ,0   ,10    ,12  ,0        ,3        ,1           ,3           ,0.52  ,0.5    ,0.94 ,0.3284
1005 ,126  ,"2011-02-14",1       ,0   ,2     ,12  ,0        ,1        ,1           ,1           ,0.56  ,0.5303 ,0.22 ,0.4478
9301 ,191  ,"2012-01-28",1       ,1   ,1     ,10  ,0        ,6        ,0           ,1           ,0.26  ,0.2727 ,0.7  ,0.1343
6929 ,233  ,"2011-10-21",4       ,0   ,10    ,7   ,0        ,5        ,1           ,1           ,0.36  ,0.3485 ,0.71 ,0.1642
2049 ,8    ,"2011-03-31",2       ,0   ,3     ,5   ,0        ,4        ,1           ,3           ,0.24  ,0.2273 ,0.93 ,0.2239
17258,11   ,"2012-12-26",1       ,1   ,12    ,22  ,0        ,3        ,1           ,3           ,0.24  ,0.197  ,0.93 ,0.4478
14944,409  ,"2012-09-19",3       ,1   ,9     ,20  ,0        ,3        ,1           ,1           ,0.52  ,0.5    ,0.48 ,0.1642
2134 ,172  ,"2011-04-03",2       ,0   ,4     ,18  ,0        ,0        ,0           ,2           ,0.46  ,0.4545 ,0.31 ,0
5729 ,14   ,"2011-09-01",3       ,0   ,9     ,3   ,0        ,4        ,1           ,1           ,0.58  ,0.5455 ,0.78 ,0.0896
11195,275  ,"2012-04-16",2       ,1   ,4     ,15  ,1        ,1        ,0           ,1           ,0.8   ,0.697  ,0.33 ,0.4478
15572,48   ,"2012-10-16",4       ,1   ,10    ,0   ,0        ,2        ,1           ,1           ,0.46  ,0.4545 ,0.63 ,0.3881
4115 ,112  ,"2011-06-25",3       ,0   ,6     ,8   ,0        ,6        ,0           ,1           ,0.7   ,0.6515 ,0.48 ,0.2537
6707 ,25   ,"2011-10-12",4       ,0   ,10    ,0   ,0        ,3        ,1           ,2           ,0.56  ,0.5303 ,0.83 ,0.1343
8205 ,167  ,"2011-12-13",4       ,0   ,12    ,12  ,0        ,2        ,1           ,1           ,0.36  ,0.3333 ,0.43 ,0.3582
12401,283  ,"2012-06-05",2       ,1   ,6     ,21  ,0        ,2        ,1           ,1           ,0.54  ,0.5152 ,0.56 ,0.1642
17043,120  ,"2012-12-17",4       ,1   ,12    ,21  ,0        ,1        ,1           ,2           ,0.42  ,0.4242 ,0.94 ,0.1343
1663 ,129  ,"2011-03-14",1       ,0   ,3     ,20  ,0        ,1        ,1           ,1           ,0.34  ,0.3182 ,0.46 ,0.2239
6807 ,12   ,"2011-10-16",4       ,0   ,10    ,4   ,0        ,0        ,0           ,1           ,0.42  ,0.4242 ,0.54 ,0.194
14559,374  ,"2012-09-03",3       ,1   ,9     ,19  ,1        ,1        ,0           ,1           ,0.72  ,0.697  ,0.74 ,0.194
3510 ,4    ,"2011-05-31",2       ,0   ,5     ,3   ,0        ,2        ,1           ,2           ,0.64  ,0.5606 ,0.94 ,0
15581,355  ,"2012-10-16",4       ,1   ,10    ,9   ,0        ,2        ,1           ,1           ,0.48  ,0.4697 ,0.55 ,0.2537
17323,129  ,"2012-12-29",1       ,1   ,12    ,15  ,0        ,6        ,0           ,2           ,0.24  ,0.2424 ,0.87 ,0
15708,591  ,"2012-10-21",4       ,1   ,10    ,16  ,0        ,0        ,0           ,1           ,0.54  ,0.5152 ,0.37 ,0.2239
11732,35   ,"2012-05-09",2       ,1   ,5     ,0   ,0        ,3        ,1           ,2           ,0.58  ,0.5455 ,0.83 ,0.194
3930 ,243  ,"2011-06-17",2       ,0   ,6     ,15  ,0        ,5        ,1           ,1           ,0.78  ,0.697  ,0.43 ,0.2239
9576 ,98   ,"2012-02-08",1       ,1   ,2     ,22  ,0        ,3        ,1           ,2           ,0.24  ,0.2424 ,0.87 ,0.1343
10845,63   ,"2012-04-01",2       ,1   ,4     ,23  ,0        ,0        ,0           ,3           ,0.46  ,0.4545 ,0.72 ,0
2503 ,5    ,"2011-04-19",2       ,0   ,4     ,4   ,0        ,2        ,1           ,1           ,0.46  ,0.4545 ,0.67 ,0.0896
8825 ,351  ,"2012-01-08",1       ,1   ,1     ,12  ,0        ,0        ,0           ,1           ,0.38  ,0.3939 ,0.43 ,0.2239
574  ,10   ,"2011-01-26",1       ,0   ,1     ,2   ,0        ,3        ,1           ,3           ,0.22  ,0.2273 ,0.69 ,0.194
3355 ,277  ,"2011-05-24",2       ,0   ,5     ,16  ,0        ,2        ,1           ,1           ,0.66  ,0.6212 ,0.69 ,0.194
11830,82   ,"2012-05-13",2       ,1   ,5     ,2   ,0        ,0        ,0           ,2           ,0.54  ,0.5152 ,0.68 ,0.1642
3310 ,300  ,"2011-05-22",2       ,0   ,5     ,19  ,0        ,0        ,0           ,1           ,0.66  ,0.6212 ,0.61 ,0.194
16488,126  ,"2012-11-24",4       ,1   ,11    ,17  ,0        ,6        ,0           ,1           ,0.26  ,0.2273 ,0.41 ,0.3881
10754,9    ,"2012-03-29",2       ,1   ,3     ,4   ,0        ,4        ,1           ,1           ,0.52  ,0.5    ,0.36 ,0.2537
16924,122  ,"2012-12-12",4       ,1   ,12    ,22  ,0        ,3        ,1           ,2           ,0.3   ,0.2879 ,0.52 ,0.2239
710  ,36   ,"2011-02-01",1       ,0   ,2     ,22  ,0        ,2        ,1           ,2           ,0.22  ,0.2576 ,0.87 ,0.0896
6277 ,68   ,"2011-09-24",4       ,0   ,9     ,2   ,0        ,6        ,0           ,2           ,0.58  ,0.5455 ,0.94 ,0.0896
3487 ,6    ,"2011-05-30",2       ,0   ,5     ,4   ,1        ,1        ,0           ,1           ,0.62  ,0.5455 ,0.94 ,0.1642
11059,127  ,"2012-04-10",2       ,1   ,4     ,22  ,0        ,2        ,1           ,1           ,0.4   ,0.4091 ,0.37 ,0.4925
16699,321  ,"2012-12-03",4       ,1   ,12    ,13  ,0        ,1        ,1           ,1           ,0.58  ,0.5455 ,0.56 ,0.0896
13650,199  ,"2012-07-27",3       ,1   ,7     ,22  ,0        ,5        ,1           ,1           ,0.78  ,0.7424 ,0.59 ,0.1343
94   ,6    ,"2011-01-05",1       ,0   ,1     ,1   ,0        ,3        ,1           ,1           ,0.16  ,0.197  ,0.74 ,0.0896
5523 ,35   ,"2011-08-23",3       ,0   ,8     ,0   ,0        ,2        ,1           ,1           ,0.6   ,0.6212 ,0.43 ,0.194
814  ,23   ,"2011-02-06",1       ,0   ,2     ,8   ,0        ,0        ,0           ,1           ,0.24  ,0.2576 ,0.65 ,0.1045
16299,227  ,"2012-11-16",4       ,1   ,11    ,20  ,0        ,5        ,1           ,1           ,0.36  ,0.3333 ,0.46 ,0.2537
3738 ,104  ,"2011-06-09",2       ,0   ,6     ,15  ,0        ,4        ,1           ,1           ,0.94  ,0.8333 ,0.31 ,0.1642
4822 ,240  ,"2011-07-24",3       ,0   ,7     ,19  ,0        ,0        ,0           ,1           ,0.86  ,0.803  ,0.47 ,0.1642
5166 ,1    ,"2011-08-08",3       ,0   ,8     ,3   ,0        ,1        ,1           ,1           ,0.66  ,0.5909 ,0.89 ,0
4426 ,332  ,"2011-07-08",3       ,0   ,7     ,7   ,0        ,5        ,1           ,2           ,0.7   ,0.6667 ,0.79 ,0.194
6860 ,227  ,"2011-10-18",4       ,0   ,10    ,9   ,0        ,2        ,1           ,2           ,0.52  ,0.5    ,0.77 ,0.0896
16127,434  ,"2012-11-09",4       ,1   ,11    ,16  ,0        ,5        ,1           ,1           ,0.46  ,0.4545 ,0.38 ,0.1642
9784 ,170  ,"2012-02-17",1       ,1   ,2     ,14  ,0        ,5        ,1           ,1           ,0.4   ,0.4091 ,0.37 ,0.3582
12422,782  ,"2012-06-06",2       ,1   ,6     ,18  ,0        ,3        ,1           ,3           ,0.6   ,0.6212 ,0.53 ,0.194
14859,71   ,"2012-09-16",3       ,1   ,9     ,7   ,0        ,0        ,0           ,1           ,0.5   ,0.4848 ,0.77 ,0.1045
15188,147  ,"2012-09-30",4       ,1   ,9     ,0   ,0        ,0        ,0           ,1           ,0.5   ,0.4848 ,0.59 ,0
6605 ,465  ,"2011-10-07",4       ,0   ,10    ,18  ,0        ,5        ,1           ,1           ,0.56  ,0.5303 ,0.6  ,0.0896
12713,273  ,"2012-06-18",2       ,1   ,6     ,21  ,0        ,1        ,1           ,2           ,0.62  ,0.5909 ,0.73 ,0.1045
12909,23   ,"2012-06-27",3       ,1   ,6     ,1   ,0        ,3        ,1           ,1           ,0.6   ,0.6212 ,0.43 ,0.1642
4231 ,6    ,"2011-06-30",3       ,0   ,6     ,4   ,0        ,4        ,1           ,1           ,0.58  ,0.5455 ,0.64 ,0.1343
12308,86   ,"2012-06-02",2       ,1   ,6     ,0   ,0        ,6        ,0           ,2           ,0.56  ,0.5303 ,0.83 ,0.1343
13116,433  ,"2012-07-05",3       ,1   ,7     ,16  ,0        ,4        ,1           ,1           ,0.92  ,0.8333 ,0.33 ,0.2537
7926 ,162  ,"2011-12-01",4       ,0   ,12    ,21  ,0        ,4        ,1           ,1           ,0.3   ,0.3182 ,0.61 ,0.1045
13698,148  ,"2012-07-29",3       ,1   ,7     ,22  ,0        ,0        ,0           ,1           ,0.7   ,0.6515 ,0.7  ,0.1045
8994 ,188  ,"2012-01-15",1       ,1   ,1     ,14  ,0        ,0        ,0           ,1           ,0.2   ,0.1818 ,0.32 ,0.3582
10160,118  ,"2012-03-04",1       ,1   ,3     ,9   ,0        ,0        ,0           ,1           ,0.3   ,0.2727 ,0.49 ,0.4478
8884 ,28   ,"2012-01-11",1       ,1   ,1     ,0   ,0        ,3        ,1           ,1           ,0.26  ,0.303  ,0.81 ,0
876  ,29   ,"2011-02-08",1       ,0   ,2     ,22  ,0        ,2        ,1           ,1           ,0.12  ,0.1061 ,0.33 ,0.3582
17153,159  ,"2012-12-22",1       ,1   ,12    ,11  ,0        ,6        ,0           ,1           ,0.28  ,0.2576 ,0.41 ,0.3582
13178,21   ,"2012-07-08",3       ,1   ,7     ,6   ,0        ,0        ,0           ,1           ,0.78  ,0.7727 ,0.7  ,0.1343
13911,610  ,"2012-08-07",3       ,1   ,8     ,19  ,0        ,2        ,1           ,2           ,0.76  ,0.7273 ,0.66 ,0.1045
16627,262  ,"2012-11-30",4       ,1   ,11    ,13  ,0        ,5        ,1           ,2           ,0.4   ,0.4091 ,0.4  ,0.1642
4932 ,179  ,"2011-07-29",3       ,0   ,7     ,9   ,0        ,5        ,1           ,1           ,0.86  ,0.803  ,0.47 ,0.2537
12336,13   ,"2012-06-03",2       ,1   ,6     ,4   ,0        ,0        ,0           ,1           ,0.5   ,0.4848 ,0.72 ,0.0896
12544,394  ,"2012-06-11",2       ,1   ,6     ,20  ,0        ,1        ,1           ,2           ,0.74  ,0.6667 ,0.48 ,0.2239
2023 ,4    ,"2011-03-30",2       ,0   ,3     ,3   ,0        ,3        ,1           ,2           ,0.32  ,0.3485 ,0.49 ,0
12092,56   ,"2012-05-24",2       ,1   ,5     ,0   ,0        ,4        ,1           ,1           ,0.6   ,0.5606 ,0.83 ,0.0896
5740 ,198  ,"2011-09-01",3       ,0   ,9     ,14  ,0        ,4        ,1           ,3           ,0.72  ,0.6667 ,0.54 ,0.2537
9631 ,2    ,"2012-02-11",1       ,1   ,2     ,5   ,0        ,6        ,0           ,3           ,0.22  ,0.2273 ,0.93 ,0.1642
5500 ,21   ,"2011-08-22",3       ,0   ,8     ,1   ,0        ,1        ,1           ,1           ,0.68  ,0.6364 ,0.79 ,0.0896
11035,108  ,"2012-04-09",2       ,1   ,4     ,22  ,0        ,1        ,1           ,2           ,0.46  ,0.4545 ,0.41 ,0.4925
8595 ,68   ,"2011-12-29",1       ,0   ,12    ,21  ,0        ,4        ,1           ,2           ,0.28  ,0.2879 ,0.61 ,0.1343
864  ,48   ,"2011-02-08",1       ,0   ,2     ,10  ,0        ,2        ,1           ,1           ,0.22  ,0.1818 ,0.47 ,0.5522
1927 ,27   ,"2011-03-26",2       ,0   ,3     ,1   ,0        ,6        ,0           ,1           ,0.26  ,0.2273 ,0.38 ,0.2985
4895 ,294  ,"2011-07-27",3       ,0   ,7     ,20  ,0        ,3        ,1           ,1           ,0.76  ,0.6818 ,0.45 ,0.2239
2914 ,222  ,"2011-05-06",2       ,0   ,5     ,7   ,0        ,5        ,1           ,1           ,0.4   ,0.4091 ,0.82 ,0
13701,19   ,"2012-07-30",3       ,1   ,7     ,1   ,0        ,1        ,1           ,1           ,0.7   ,0.6667 ,0.74 ,0
14733,10   ,"2012-09-11",3       ,1   ,9     ,1   ,0        ,2        ,1           ,1           ,0.5   ,0.4848 ,0.63 ,0
6388 ,591  ,"2011-09-28",4       ,0   ,9     ,17  ,0        ,3        ,1           ,1           ,0.7   ,0.6515 ,0.7  ,0.2239
16524,41   ,"2012-11-26",4       ,1   ,11    ,5   ,0        ,1        ,1           ,1           ,0.22  ,0.2273 ,0.69 ,0.1642
4423 ,11   ,"2011-07-08",3       ,0   ,7     ,4   ,0        ,5        ,1           ,1           ,0.7   ,0.6667 ,0.79 ,0.2537
6073 ,170  ,"2011-09-15",3       ,0   ,9     ,14  ,0        ,4        ,1           ,2           ,0.64  ,0.6061 ,0.65 ,0.4179
11321,102  ,"2012-04-21",2       ,1   ,4     ,21  ,0        ,6        ,0           ,3           ,0.5   ,0.4848 ,0.82 ,0.3881
16606,370  ,"2012-11-29",4       ,1   ,11    ,16  ,0        ,4        ,1           ,1           ,0.36  ,0.3485 ,0.4  ,0.2239
7072 ,46   ,"2011-10-27",4       ,0   ,10    ,6   ,0        ,4        ,1           ,3           ,0.5   ,0.4848 ,0.82 ,0
10872,3    ,"2012-04-03",2       ,1   ,4     ,3   ,0        ,2        ,1           ,1           ,0.38  ,0.3939 ,0.46 ,0
9218 ,99   ,"2012-01-24",1       ,1   ,1     ,23  ,0        ,2        ,1           ,1           ,0.32  ,0.3485 ,0.76 ,0
4600 ,247  ,"2011-07-15",3       ,0   ,7     ,13  ,0        ,5        ,1           ,1           ,0.7   ,0.6515 ,0.54 ,0.194
1217 ,209  ,"2011-02-23",1       ,0   ,2     ,18  ,0        ,3        ,1           ,1           ,0.32  ,0.3333 ,0.26 ,0.0896
361  ,104  ,"2011-01-16",1       ,0   ,1     ,12  ,0        ,0        ,0           ,1           ,0.24  ,0.2121 ,0.41 ,0.2836
2330 ,54   ,"2011-04-11",2       ,0   ,4     ,23  ,0        ,1        ,1           ,3           ,0.58  ,0.5455 ,0.6  ,0
7708 ,148  ,"2011-11-22",4       ,0   ,11    ,18  ,0        ,2        ,1           ,3           ,0.44  ,0.4394 ,1    ,0
890  ,69   ,"2011-02-09",1       ,0   ,2     ,13  ,0        ,3        ,1           ,1           ,0.18  ,0.1667 ,0.4  ,0.2537
6085 ,10   ,"2011-09-16",3       ,0   ,9     ,2   ,0        ,5        ,1           ,1           ,0.4   ,0.4091 ,0.71 ,0.2836
6059 ,37   ,"2011-09-15",3       ,0   ,9     ,0   ,0        ,4        ,1           ,1           ,0.64  ,0.6061 ,0.69 ,0.1343
2958 ,31   ,"2011-05-08",2       ,0   ,5     ,3   ,0        ,0        ,0           ,1           ,0.46  ,0.4545 ,0.72 ,0.0896
7806 ,141  ,"2011-11-26",4       ,0   ,11    ,20  ,0        ,6        ,0           ,2           ,0.42  ,0.4242 ,0.58 ,0
12833,322  ,"2012-06-23",3       ,1   ,6     ,21  ,0        ,6        ,0           ,1           ,0.76  ,0.6667 ,0.33 ,0.1343
10765,307  ,"2012-03-29",2       ,1   ,3     ,15  ,0        ,4        ,1           ,1           ,0.52  ,0.5    ,0.39 ,0.3582
6328 ,25   ,"2011-09-26",4       ,0   ,9     ,5   ,0        ,1        ,1           ,2           ,0.62  ,0.5606 ,0.88 ,0
1193 ,196  ,"2011-02-22",1       ,0   ,2     ,17  ,0        ,2        ,1           ,1           ,0.22  ,0.2121 ,0.51 ,0.2239
3839 ,331  ,"2011-06-13",2       ,0   ,6     ,20  ,0        ,1        ,1           ,1           ,0.64  ,0.6212 ,0.44 ,0.2537
2035 ,70   ,"2011-03-30",2       ,0   ,3     ,15  ,0        ,3        ,1           ,3           ,0.28  ,0.2576 ,0.81 ,0.2985
2740 ,31   ,"2011-04-29",2       ,0   ,4     ,1   ,0        ,5        ,1           ,1           ,0.5   ,0.4848 ,0.45 ,0.0896
1909 ,104  ,"2011-03-25",2       ,0   ,3     ,7   ,0        ,5        ,1           ,1           ,0.2   ,0.1818 ,0.59 ,0.3582
11558,743  ,"2012-05-01",2       ,1   ,5     ,18  ,0        ,2        ,1           ,1           ,0.7   ,0.6515 ,0.54 ,0.1343
3412 ,50   ,"2011-05-27",2       ,0   ,5     ,1   ,0        ,5        ,1           ,1           ,0.7   ,0.6515 ,0.58 ,0.2985
16216,110  ,"2012-11-13",4       ,1   ,11    ,9   ,0        ,2        ,1           ,3           ,0.32  ,0.303  ,0.81 ,0.3284
5810 ,435  ,"2011-09-04",3       ,0   ,9     ,12  ,0        ,0        ,0           ,1           ,0.76  ,0.7273 ,0.66 ,0.1642
7470 ,132  ,"2011-11-12",4       ,0   ,11    ,20  ,0        ,6        ,0           ,1           ,0.42  ,0.4242 ,0.5  ,0.2836
5326 ,259  ,"2011-08-14",3       ,0   ,8     ,19  ,0        ,0        ,0           ,1           ,0.72  ,0.697  ,0.74 ,0.2239
11989,626  ,"2012-05-19",2       ,1   ,5     ,17  ,0        ,6        ,0           ,1           ,0.74  ,0.6515 ,0.3  ,0.0896
11991,432  ,"2012-05-19",2       ,1   ,5     ,19  ,0        ,6        ,0           ,1           ,0.7   ,0.6364 ,0.39 ,0.1343
9304 ,373  ,"2012-01-28",1       ,1   ,1     ,13  ,0        ,6        ,0           ,1           ,0.34  ,0.3182 ,0.57 ,0.2537
11650,428  ,"2012-05-05",2       ,1   ,5     ,14  ,0        ,6        ,0           ,3           ,0.7   ,0.6515 ,0.61 ,0.2985
14039,6    ,"2012-08-13",3       ,1   ,8     ,3   ,0        ,1        ,1           ,1           ,0.64  ,0.6061 ,0.69 ,0
16306,21   ,"2012-11-17",4       ,1   ,11    ,3   ,0        ,6        ,0           ,1           ,0.26  ,0.2576 ,0.65 ,0.194
1269 ,28   ,"2011-02-26",1       ,0   ,2     ,0   ,0        ,6        ,0           ,1           ,0.24  ,0.2273 ,0.52 ,0.194
12753,211  ,"2012-06-20",2       ,1   ,6     ,13  ,0        ,3        ,1           ,1           ,0.86  ,0.7879 ,0.44 ,0.1045
12256,431  ,"2012-05-30",2       ,1   ,5     ,20  ,0        ,3        ,1           ,2           ,0.54  ,0.5152 ,0.6  ,0.1343
1135 ,17   ,"2011-02-20",1       ,0   ,2     ,0   ,0        ,0        ,0           ,1           ,0.26  ,0.2121 ,0.35 ,0.4478
10448,180  ,"2012-03-16",1       ,1   ,3     ,10  ,0        ,5        ,1           ,2           ,0.4   ,0.4091 ,0.87 ,0.0896
6569 ,114  ,"2011-10-06",4       ,0   ,10    ,6   ,0        ,4        ,1           ,1           ,0.4   ,0.4091 ,0.66 ,0.194
10529,549  ,"2012-03-19",1       ,1   ,3     ,19  ,0        ,1        ,1           ,1           ,0.62  ,0.6061 ,0.61 ,0.2239
10514,3    ,"2012-03-19",1       ,1   ,3     ,4   ,0        ,1        ,1           ,1           ,0.44  ,0.4394 ,0.94 ,0
13982,640  ,"2012-08-10",3       ,1   ,8     ,18  ,0        ,5        ,1           ,1           ,0.76  ,0.7121 ,0.62 ,0.2985
6773 ,423  ,"2011-10-14",4       ,0   ,10    ,18  ,0        ,5        ,1           ,1           ,0.54  ,0.5152 ,0.39 ,0.2836
17252,13   ,"2012-12-26",1       ,1   ,12    ,16  ,0        ,3        ,1           ,3           ,0.26  ,0.2273 ,0.87 ,0.3582
10792,560  ,"2012-03-30",2       ,1   ,3     ,18  ,0        ,5        ,1           ,1           ,0.42  ,0.4242 ,0.54 ,0.194
16894,358  ,"2012-12-11",4       ,1   ,12    ,16  ,0        ,2        ,1           ,2           ,0.38  ,0.3939 ,0.5  ,0.2239
754  ,96   ,"2011-02-03",1       ,0   ,2     ,19  ,0        ,4        ,1           ,1           ,0.2   ,0.2576 ,0.4  ,0
2398 ,259  ,"2011-04-14",2       ,0   ,4     ,19  ,0        ,4        ,1           ,1           ,0.54  ,0.5152 ,0.32 ,0
573  ,5    ,"2011-01-26",1       ,0   ,1     ,1   ,0        ,3        ,1           ,2           ,0.24  ,0.2424 ,0.65 ,0.1343
16537,521  ,"2012-11-26",4       ,1   ,11    ,18  ,0        ,1        ,1           ,1           ,0.36  ,0.3485 ,0.5  ,0.1642
13669,479  ,"2012-07-28",3       ,1   ,7     ,17  ,0        ,6        ,0           ,1           ,0.82  ,0.7576 ,0.46 ,0.194
12394,276  ,"2012-06-05",2       ,1   ,6     ,14  ,0        ,2        ,1           ,2           ,0.58  ,0.5455 ,0.46 ,0.1642
10293,107  ,"2012-03-09",1       ,1   ,3     ,22  ,0        ,5        ,1           ,1           ,0.34  ,0.2879 ,0.31 ,0.4925
8612 ,245  ,"2011-12-30",1       ,0   ,12    ,14  ,0        ,5        ,1           ,2           ,0.4   ,0.4091 ,0.47 ,0.0896
941  ,101  ,"2011-02-11",1       ,0   ,2     ,19  ,0        ,5        ,1           ,1           ,0.26  ,0.303  ,0.33 ,0
6    ,1    ,"2011-01-01",1       ,0   ,1     ,5   ,0        ,6        ,0           ,2           ,0.24  ,0.2576 ,0.75 ,0.0896
835  ,10   ,"2011-02-07",1       ,0   ,2     ,5   ,0        ,1        ,1           ,1           ,0.2   ,0.2576 ,0.86 ,0
13122,225  ,"2012-07-05",3       ,1   ,7     ,22  ,0        ,4        ,1           ,1           ,0.82  ,0.803  ,0.59 ,0.1343
5078 ,149  ,"2011-08-04",3       ,0   ,8     ,11  ,0        ,4        ,1           ,2           ,0.74  ,0.697  ,0.66 ,0.2239
7882 ,8    ,"2011-11-30",4       ,0   ,11    ,1   ,0        ,3        ,1           ,1           ,0.34  ,0.303  ,0.66 ,0.3284
11557,681  ,"2012-05-01",2       ,1   ,5     ,17  ,0        ,2        ,1           ,1           ,0.74  ,0.6667 ,0.48 ,0.0896
15613,888  ,"2012-10-17",4       ,1   ,10    ,17  ,0        ,3        ,1           ,1           ,0.54  ,0.5152 ,0.56 ,0.1045
2256 ,63   ,"2011-04-08",2       ,0   ,4     ,20  ,0        ,5        ,1           ,2           ,0.3   ,0.2727 ,0.93 ,0.3284
11708,38   ,"2012-05-08",2       ,1   ,5     ,0   ,0        ,2        ,1           ,2           ,0.52  ,0.5    ,0.52 ,0.2537
2244 ,221  ,"2011-04-08",2       ,0   ,4     ,8   ,0        ,5        ,1           ,3           ,0.34  ,0.3333 ,0.87 ,0.1642
3227 ,487  ,"2011-05-19",2       ,0   ,5     ,8   ,0        ,4        ,1           ,2           ,0.52  ,0.5    ,0.88 ,0
5837 ,253  ,"2011-09-05",3       ,0   ,9     ,15  ,1        ,1        ,0           ,2           ,0.68  ,0.6364 ,0.79 ,0.2836
11202,214  ,"2012-04-16",2       ,1   ,4     ,22  ,1        ,1        ,0           ,1           ,0.68  ,0.6364 ,0.51 ,0.2537
7861 ,6    ,"2011-11-29",4       ,0   ,11    ,4   ,0        ,2        ,1           ,2           ,0.52  ,0.5    ,0.83 ,0.3284
6581 ,538  ,"2011-10-06",4       ,0   ,10    ,18  ,0        ,4        ,1           ,1           ,0.54  ,0.5152 ,0.64 ,0.0896
3272 ,5    ,"2011-05-21",2       ,0   ,5     ,5   ,0        ,6        ,0           ,1           ,0.46  ,0.4545 ,0.88 ,0.1045
2630 ,317  ,"2011-04-24",2       ,0   ,4     ,11  ,0        ,0        ,0           ,1           ,0.66  ,0.6212 ,0.65 ,0.1343
13073,196  ,"2012-07-03",3       ,1   ,7     ,21  ,0        ,2        ,1           ,2           ,0.7   ,0.6515 ,0.7  ,0.2836
12695,4    ,"2012-06-18",2       ,1   ,6     ,3   ,0        ,1        ,1           ,2           ,0.52  ,0.5    ,0.83 ,0.2239
8630 ,49   ,"2011-12-31",1       ,0   ,12    ,8   ,0        ,6        ,0           ,1           ,0.34  ,0.3333 ,0.81 ,0.1343
12687,390  ,"2012-06-17",2       ,1   ,6     ,19  ,0        ,0        ,0           ,1           ,0.64  ,0.6212 ,0.53 ,0.1642
3133 ,226  ,"2011-05-15",2       ,0   ,5     ,10  ,0        ,0        ,0           ,1           ,0.58  ,0.5455 ,0.83 ,0.2239
3433 ,141  ,"2011-05-27",2       ,0   ,5     ,22  ,0        ,5        ,1           ,1           ,0.6   ,0.5758 ,0.78 ,0.1343
3905 ,153  ,"2011-06-16",2       ,0   ,6     ,14  ,0        ,4        ,1           ,2           ,0.72  ,0.6667 ,0.54 ,0.3284
3438 ,15   ,"2011-05-28",2       ,0   ,5     ,3   ,0        ,6        ,0           ,1           ,0.56  ,0.5303 ,0.88 ,0.2239
12201,556  ,"2012-05-28",2       ,1   ,5     ,13  ,1        ,1        ,0           ,1           ,0.8   ,0.7879 ,0.63 ,0.2836
4770 ,133  ,"2011-07-22",3       ,0   ,7     ,15  ,0        ,5        ,1           ,1           ,0.94  ,0.9848 ,0.51 ,0.2985
3444 ,177  ,"2011-05-28",2       ,0   ,5     ,9   ,0        ,6        ,0           ,1           ,0.64  ,0.6061 ,0.73 ,0.2537
5382 ,5    ,"2011-08-17",3       ,0   ,8     ,3   ,0        ,3        ,1           ,1           ,0.64  ,0.5909 ,0.78 ,0
2688 ,195  ,"2011-04-26",2       ,0   ,4     ,21  ,0        ,2        ,1           ,1           ,0.62  ,0.5909 ,0.78 ,0.2836
4228 ,32   ,"2011-06-30",3       ,0   ,6     ,1   ,0        ,4        ,1           ,1           ,0.64  ,0.6212 ,0.53 ,0.1343
4614 ,26   ,"2011-07-16",3       ,0   ,7     ,3   ,0        ,6        ,0           ,1           ,0.6   ,0.5758 ,0.78 ,0.1343
14835,73   ,"2012-09-15",3       ,1   ,9     ,7   ,0        ,6        ,0           ,1           ,0.54  ,0.5152 ,0.52 ,0.2836
11000,404  ,"2012-04-08",2       ,1   ,4     ,11  ,0        ,0        ,0           ,1           ,0.5   ,0.4848 ,0.25 ,0.2836
10947,80   ,"2012-04-06",2       ,1   ,4     ,6   ,0        ,5        ,1           ,1           ,0.3   ,0.2727 ,0.49 ,0.3881
