id,cnt
6703,234
4593,120
5409,103
3878,164
15196,144
13086,447
15155,392
6538,66
1966,159
12998,339
4262,214
400,35
9938,5
6478,292
15679,612
2877,396
4674,164
164,16
433,5
6865,169
903,3
1727,119
5456,8
14676,114
3547,266
2182,267
3386,86
14726,968
5739,219
9051,17
12458,139
16999,96
165,7
1799,308
6966,159
2451,33
15709,491
15226,244
13671,338
5690,237
16880,1
4431,213
6666,114
17224,114
15882,37
2371,142
12504,10
13326,401
9551,190
2837,5
951,1
3724,16
1650,88
13323,48
12835,225
10245,159
15038,540
17145,7
14696,757
13827,67
13380,386
7663,105
4452,247
3373,135
15651,154
13823,30
399,28
8685,154
5688,137
1509,10
12099,415
1507,7
11302,81
2384,14
12596,48
4446,30
9614,176
2062,177
14236,723
11014,16
4994,70
7409,272
13364,43
2866,52
6527,199
2235,54
6038,8
13564,743
1510,45
157,95
16890,226
7880,53
4429,138
16498,8
3280,462
16957,308
16422,57
7345,170
7017,59
15402,107
6147,369
1296,11
2348,291
952,2
9112,156
12075,468
14970,287
6001,189
7179,486
2469,277
6149,289
2031,90
17174,48
713,3
4421,22
13577,378
3311,231
14342,383
7202,298
11774,770
13148,150
3282,506
9957,152
7073,137
4878,4
5758,456
10108,24
11446,22
3333,453
5100,226
81,78
4197,504
277,20
13438,7
10203,3
3617,451
13872,11
14154,213
16746,232
262,128
4533,511
5895,2
2869,31
4005,538
4045,135
5489,235
15582,222
2099,18
2231,226
9381,502
391,92
16276,224
12378,168
11,36
13188,291
752,175
7303,118
13967,9
12675,48
3265,152
9910,147
13826,49
10713,175
3976,363
7742,2
8673,4
5075,398
8265,72
14402,147
4865,147
4987,306
8608,118
15393,405
14341,403
10526,385
11780,64
11340,36
1476,11
8001,24
17250,20
16342,407
1320,28
1490,58
14649,354
14130,254
15603,464
1948,63
12004,171
6015,8
11605,704
12267,507
8333,104
13070,627
9049,90
17184,93
10429,287
5999,184
14865,694
16224,608
4967,206
4432,229
5406,6
9555,10
10082,3
1644,11
15573,13
11416,380
4563,46
865,50
1614,213
10596,257
5218,305
16610,252
13552,403
460,1
13084,153
5694,337
12826,609
16200,596
4972,79
1091,1
12793,38
781,31
2407,3
16823,345
14040,11
16325,145
3949,244
5915,26
7867,36
14824,404
16704,692
14984,389
3545,145
7890,193
3269,40
16096,275
15985,410
11221,781
2473,70
6066,338
1151,146
602,60
8622,44
4425,102
13920,7
16735,11
2771,91
7324,185
7511,203
12954,274
15381,37
7306,75
2815,17
15080,302
13930,236
3292,98
4068,227
16315,476
11093,287
7190,8
2879,191
3643,398
4620,222
1931,8
9199,2
6008,195
17088,569
3294,33
7358,4
10810,621
5070,3
9488,4
9775,16
15691,163
6107,108
788,4
17146,5
593,38
2076,206
4046,145
4276,78
12662,571
14082,189
16619,40
15178,750
1483,1
405,83
2954,119
6689,123
7201,186
9419,445
158,51
16242,151
6475,64
5355,31
16104,592
13274,178
8818,2
10184,197
2193,13
7401,66
11401,24
17164,39
10501,554
14149,791
6333,154
6284,175
3795,119
7163,13
5341,141
15532,132
3349,108
6054,381
11461,702
17349,123
10156,5
8907,9
850,88
3854,143
5337,90
12159,373
13181,242
8169,20
7347,528
6043,429
14986,412
7476,57
12908,54
2462,304
16802,241
12409,38
13369,50
4648,472
2160,173
14909,293
2387,337
15759,482
12273,293
15594,181
11963,391
8986,8
4180,13
16240,332
7575,22
3178,151
35,70
13600,567
9222,1
16994,201
16819,547
8731,75
682,161
7291,141
1426,118
16043,4
10952,291
7791,3
14586,179
15157,808
17234,19
8782,476
9695,147
7118,1
11878,4
8877,460
10967,36
15190,92
16540,181
4407,171
13651,189
12503,29
805,59
12481,19
7428,11
2709,412
10163,327
7947,372
15735,514
3577,155
2962,23
6982,413
3004,15
15490,371
7917,148
9354,138
8474,68
7897,226
7709,111
11652,540
15887,124
15329,267
12374,822
10046,134
5146,39
12155,513
17069,81
3296,6
5362,346
10341,52
17002,11
9449,170
13248,7
4838,107
6239,176
2066,51
10402,267
5727,21
8745,5
9896,576
6004,590
12096,5
2712,145
6973,46
4139,107
9519,141
16445,44
15098,182
851,78
6864,219
8466,56
15298,267
5261,15
14137,36
16419,136
11514,108
6798,238
5021,8
11533,683
1706,253
17052,118
10594,272
7840,277
10663,118
9859,242
6968,144
1384,48
10873,1
11642,42
14805,41
16274,386
5891,29
15193,10
15481,35
14294,941
10749,93
3690,183
15407,3
5257,157
16772,212
14613,18
10099,254
3779,143
4455,366
16567,23
17375,119
1941,219
7869,18
12390,176
1890,94
12558,125
6915,494
6648,418
10508,100
10600,801
493,75
608,31
11595,384
858,3
14993,312
4334,349
13977,290
11215,239
17155,158
6191,60
2636,331
7277,196
13948,698
6835,414
14360,626
12478,89
4920,196
15975,59
233,18
6336,187
8363,11
530,5
1380,201
2814,16
9229,141
16431,97
10583,30
15622,14
9966,13
7381,4
14729,285
9337,64
11384,224
5381,6
14355,34
2400,145
14426,181
7366,203
14313,351
3045,274
4506,146
6484,167
5820,155
7676,135
2095,9
9620,359
6900,4
15538,617
9552,118
14870,481
937,74
348,44
7705,34
10431,713
17316,44
13708,751
5735,207
3983,232
11817,659
6744,162
8478,19
12651,78
3378,182
6077,244
11899,71
2106,190
3108,100
8966,149
13268,56
15203,649
12283,140
8255,132
5912,89
13399,206
1410,12
10607,50
13000,292
5178,126
9180,211
9189,282
1155,56
4493,12
2843,459
12591,671
726,63
1100,176
4628,475
9245,7
11388,362
14843,654
6435,360
13612,729
7109,204
9844,20
8982,43
4767,115
13640,299
2724,183
11473,5
5720,565
4495,4
17216,1
13955,267
15583,228
10549,244
9794,86
72,1
16058,497
15238,2
5703,15
4905,116
13960,478
15663,232
11835,60
8954,65
773,90
14898,129
6399,7
3977,317
13389,25
1611,166
6269,234
15009,707
16022,139
7346,295
5010,129
13235,265
16086,60
10977,590
10378,244
5862,291
3356,548
1813,32
14437,870
9808,427
9209,173
10741,199
2404,15
1360,47
3581,12
1871,273
13120,321
6155,37
14565,24
7232,106
770,86
14305,38
12967,188
5408,27
10606,95
14850,279
1110,77
4926,11
9316,73
15010,654
12319,536
8915,220
6035,33
12862,14
171,20
13215,631
15789,28
531,15
6430,217
6888,97
15675,65
13158,325
11620,618
11632,313
8334,89
10128,44
17267,90
8785,177
15974,21
253,20
2764,74
10176,6
2626,27
16206,63
14721,323
15923,15
3360,189
14374,8
14728,390
13472,274
10605,151
17158,147
2880,150
485,2
2607,291
9464,4
15113,360
12963,380
8616,182
6200,206
3151,6
3586,277
12484,244
5276,516
10310,406
12328,399
15170,37
3462,26
10196,120
1462,3
4374,6
10570,229
13559,6
1300,35
14827,195
3882,164
15617,329
9788,377
4126,375
6162,332
9543,184
2859,27
7316,262
14080,436
13510,122
7182,172
15807,542
4933,106
4729,169
2577,49
3354,188
12858,178
14593,40
15062,853
4870,398
4022,171
5165,7
3309,358
8435,13
5441,220
2144,2
14611,150
14037,14
9481,95
6539,43
10974,276
15345,710
15748,761
9628,26
13004,149
3007,2
13404,381
4772,306
10254,334
11852,35
9190,220
132,172
7360,99
8596,55
16374,74
4724,455
1711,59
687,34
14825,312
630,78
11261,301
12861,31
8996,205
13772,63
2991,195
10750,48
15483,392
1335,80
14349,134
5785,194
5680,10
10092,211
3320,11
9556,1
6407,195
7513,195
12498,214
5343,178
17053,355
8336,37
7311,5
12976,308
13313,299
16838,69
11207,6
13873,25
13622,688
4430,165
13045,747
8130,149
10691,301
5800,60
3853,130
984,162
10270,94
15741,17
5539,444
722,61
15802,285
1814,18
9996,305
14484,528
13589,342
16895,601
11239,119
16918,329
16251,267
16832,78
1980,254
7695,18
11418,192
7181,238
11285,359
6252,31
9971,210
3872,21
8442,156
5259,65
9888,24
13032,12
3524,495
381,33
470,62
11091,306
2022,4
1549,62
8663,111
5714,260
16842,315
8837,15
5427,62
7069,4
1169,90
15048,8
1597,34
38,59
7505,322
1768,48
12235,50
17149,20
12274,254
2701,92
7141,33
1367,5
5709,328
11440,337
9078,4
16160,108
3109,167
1048,124
1762,25
14719,236
15294,177
10466,2
16432,119
16988,426
5353,98
14476,690
9763,289
746,64
17182,190
9749,1
11820,591
1024,223
8233,245
15660,565
8641,92
8301,244
16119,693
4472,17
15720,7
11142,406
16080,273
5669,220
14441,313
14195,276
9699,6
15372,333
11654,434
16390,287
7530,480
13346,15
2210,84
10079,11
14636,96
8980,59
8140,154
6145,311
12310,41
14983,321
14135,6
13378,212
10812,551
14854,89
11194,288
7419,177
12387,569
15417,238
13139,285
8196,3
8156,197
7380,5
17247,10
5656,13
339,118
4245,586
3041,177
9492,92
1156,47
15553,40
11277,25
1958,54
2455,7
6412,589
10982,567
1188,55
3214,331
2573,9
15321,424
13207,216
1119,45
2158,386
11270,776
8340,3
5937,203
11515,82
1068,12
16497,28
9880,254
6846,333
472,97
1546,188
15672,18
10164,364
7148,178
2554,198
838,230
5488,310
11307,76
12238,5
15992,102
15392,341
9912,42
10494,96
7910,24
15344,743
16532,217
3522,175
6997,4
11333,79
16964,299
1833,1
4479,377
5015,305
15394,420
14873,191
6088,32
13997,271
272,137
7493,157
6341,553
1129,88
10367,16
7748,98
14690,35
4292,349
16586,387
9242,66
2267,21
5954,359
2480,16
15033,702
1514,71
7771,95
17056,184
15034,666
13978,307
4285,271
7630,311
955,43
9089,119
7466,361
12643,222
1262,189
11680,276
7123,20
14570,172
2662,382
16449,5
5796,162
11163,46
16232,12
3907,294
16169,405
16813,39
6464,56
2245,185
8006,25
6711,7
9366,2
12655,566
13889,317
15739,163
12010,543
6816,438
7896,115
6231,2
892,64
7061,331
16284,36
11909,347
3962,150
14707,92
16333,15
12947,219
14809,41
9954,300
11036,67
5423,165
3852,193
1856,7
9536,100
16871,616
10972,54
4082,105
6298,150
9815,114
10344,9
9502,69
16885,380
11865,176
11477,214
1933,41
16980,11
2304,92
842,66
12054,200
14202,56
12982,61
3341,10
17332,41
821,182
16945,348
5161,103
16626,268
12553,29
8793,10
9641,124
5768,355
6314,353
4124,399
565,222
8241,50
1921,135
15749,334
8082,225
3476,383
13614,222
17080,164
554,36
13672,233
12828,513
4774,250
1500,92
15942,202
1524,76
3460,66
6247,285
3514,235
11053,362
1168,81
5087,286
10463,69
8557,110
252,32
7727,174
10945,5
11281,25
13502,177
5848,1
2649,66
1477,11
5517,609
13474,229
13871,5
2661,499
13495,305
12179,535
5450,106
11335,77
2386,193
8199,92
1083,139
15357,109
11360,129
5698,298
6139,69
11427,225
12690,153
9625,65
927,4
17227,107
9016,185
11078,585
16847,229
8573,39
8275,132
12031,106
9776,71
13407,547
3733,94
11671,414
4344,457
16785,5
8185,214
776,155
10670,492
8042,262
16512,181
15142,10
15875,301
3715,233
201,82
11749,705
1265,62
3376,202
9998,331
10884,316
12821,332
10764,238
11542,8
7538,271
1660,271
1561,11
6749,268
1881,1
3257,197
16948,148
9286,251
14013,113
2083,111
8218,8
16222,217
11364,103
5037,556
9013,96
4969,209
5618,136
17289,15
6621,337
5177,150
7292,227
15211,57
4584,261
7077,52
11452,592
4963,302
15545,196
3678,2
10666,360
6375,4
1092,7
11567,6
7342,179
7010,310
16301,162
14076,458
16007,449
3799,14
8797,64
6210,330
7710,127
3696,218
556,238
5108,550
14221,893
16770,235
13735,224
8284,214
16909,369
5291,118
8507,2
5671,591
6890,201
6849,104
4700,513
8670,39
16941,280
4768,123
17205,33
1036,101
1194,167
6102,315
6352,24
9284,422
13384,454
15436,839
14650,253
986,125
6566,5
16643,13
6293,400
15367,336
16128,654
3879,211
1680,88
6937,235
2628,177
14412,480
15712,195
9824,5
9711,173
11390,632
2975,174
6918,241
9721,57
11579,256
9416,19
5627,76
12654,435
12519,375
825,21
5946,6
11160,12
5693,196
15570,126
10610,3
11373,7
5558,185
12599,5
11876,32
11911,267
14699,696
10019,103
16527,638
12728,292
16817,404
12046,11
14655,568
3264,195
2720,13
12547,80
5955,480
16776,565
4810,35
6824,102
9729,321
16300,178
14371,80
15317,384
2155,143
14119,274
14207,3
16078,161
8027,3
3003,18
11745,266
6599,235
8918,90
5449,122
10061,104
9447,216
9818,74
8184,132
6534,345
9489,4
7138,54
6926,6
5352,184
3694,424
4866,163
10404,224
9176,19
1794,136
3996,219
3801,14
3136,456
9816,118
9972,258
7371,499
11468,103
10772,152
16405,101
1071,285
9717,281
1675,157
13077,123
10228,18
3323,409
14959,243
1902,18
16905,10
8589,177
5463,409
6856,21
14638,11
2258,51
2650,196
6741,69
16289,198
8710,245
3769,185
4020,275
1342,1
12529,37
12592,448
1292,34
9320,7
10210,130
15820,734
13080,16
9036,68
10581,125
8547,69
4377,121
3957,381
5726,51
5732,105
12369,274
5983,333
6911,164
2797,264
17136,243
15268,809
4660,25
5935,349
7237,5
3008,29
7108,368
6610,136
4485,363
1044,5
13956,417
6713,112
8650,8
6118,367
6161,113
6308,155
7147,147
152,50
16016,23
14678,167
12579,505
1069,47
302,14
15698,26
6908,130
12609,284
247,47
13421,297
7460,232
8313,71
14165,292
6309,275
16517,62
8219,2
14930,172
4829,6
3895,6
15272,358
5232,209
10480,560
12120,9
7440,247
268,44
2820,172
3705,116
4884,216
5898,56
12903,612
6258,254
15980,394
15639,513
7249,162
2741,10
8564,120
6027,292
11449,19
9122,38
14780,57
13660,163
9598,199
4940,421
9389,7
15013,646
6186,329
7094,10
7031,198
8803,512
9305,362
5398,347
1373,73
9052,10
3070,364
3304,455
13103,7
11487,139
6961,382
9652,27
4088,20
13272,5
11222,775
12151,520
11114,84
17211,12
4041,122
2276,191
704,64
5562,204
1043,1
7351,139
11846,389
1694,3
5718,309
17061,246
1523,150
14022,328
13459,65
1939,239
10271,54
10172,79
3342,2
7198,176
10438,57
11380,611
5672,547
248,76
1873,159
17207,26
861,100
9151,2
2666,62
4480,367
7494,139
15008,688
7407,23
1608,119
14520,22
2523,33
9324,111
9731,231
1776,304
5338,258
3500,304
16074,178
10550,431
2420,331
14662,77
6126,256
5418,174
5079,205
13748,47
8743,4
15242,179
8932,42
7054,194
4555,141
7427,19
1738,16
4844,485
7552,56
16598,679
16869,236
16341,428
667,1
7075,171
3890,107
2299,297
8509,4
13324,151
16944,466
9418,205
2394,142
10655,89
15976,142
17281,63
13966,20
12199,476
7183,116
15408,7
13834,472
1791,14
10665,323
15867,65
2195,133
13882,287
7298,335
10614,662
12222,183
15328,372
16233,1
11696,263
5924,288
6936,198
14963,291
14491,174
7153,290
12355,108
9069,355
13759,234
11082,134
3607,15
14307,425
9137,95
14799,674
11731,63
6827,37
12312,13
14070,208
11170,628
4645,304
5980,483
4731,42
6091,409
13012,142
11528,225
4777,149
3465,15
3755,452
102,57
15137,253
6623,446
15185,292
4032,229
3226,257
409,3
6287,407
2301,236
16976,69
7570,24
14180,187
7088,111
5421,274
7666,17
11850,131
11375,2
11119,233
14777,306
958,120
11753,34
6770,230
2092,32
14230,8
760,7
12785,311
8531,3
8511,18
12912,11
13918,6
10139,299
16658,198
1519,112
15505,11
12410,172
567,146
9281,176
14146,328
10277,85
6318,329
7766,7
16670,93
1808,13
14267,316
4805,60
9021,193
7612,328
9513,234
11945,299
3538,284
15786,238
17248,10
4613,58
6967,157
6697,171
2557,98
13786,225
13310,631
11646,432
13528,378
1440,4
5808,297
14597,290
13206,175
2754,252
11214,217
8206,127
211,1
8423,159
5532,225
7124,12
10786,270
8328,207
15264,11
11684,34
6964,335
9196,9
4803,119
2530,237
5212,17
10970,2
10087,594
13534,17
10454,129
13492,112
6325,8
7473,101
17042,200
1617,86
2038,85
7245,120
10886,757
1797,203
195,19
13129,35
14632,406
16317,555
14141,378
15169,15
3018,180
6281,18
12896,308
9974,216
1981,121
7336,99
9150,21
6740,109
3571,318
13924,737
13592,310
356,3
4109,59
13767,652
4558,419
16925,79
1362,8
4056,247
1172,116
11973,104
6319,186
8293,9
1911,166
7781,134
7507,233
1589,113
11788,620
9382,328
15835,178
7239,28
9353,115
7737,51
4181,11
3162,165
14319,536
2710,260
5109,466
10924,354
1017,19
791,20
4364,545
2126,215
1251,11
15456,10
3283,471
13061,272
10231,566
10775,27
14934,192
14857,13
12300,222
1798,279
7056,66
11532,347
4531,202
12919,209
4836,135
15271,230
6629,359
7834,16
14797,884
12380,34
6392,74
16690,5
14188,124
2466,388
14452,754
1338,7
6322,79
3903,206
5922,57
11110,11
9703,22
17112,381
10421,381
15953,382
11328,7
8346,183
11105,187
8351,137
11987,672
699,51
8455,47
12945,236
14009,128
2718,3
13634,139
14596,725
1031,85
10941,61
15780,532
983,161
9484,51
2013,299
15574,3
7510,202
1860,44
14700,701
12825,564
9621,262
11168,635
12907,131
12978,163
3898,188
11272,404
5966,76
14647,296
4601,265
15077,409
6726,109
7068,8
14064,5
9812,246
3463,23
13060,646
4236,260
9838,103
6962,359
7362,466
931,140
1268,39
11199,522
15060,516
6393,87
15156,502
13108,550
4498,317
14858,35
3450,374
1595,64
7491,231
14160,13
12402,193
8881,116
16544,6
10693,223
3384,236
15376,116
13458,68
1985,83
13333,458
13030,15
13999,499
8899,79
7455,4
3654,5
2687,234
1442,45
15770,173
2162,75
3200,9
15313,41
12137,255
17028,108
10086,304
17221,28
471,65
2672,16
3488,7
7551,13
5730,7
9037,62
10349,268
11425,17
16461,435
9006,17
13666,494
7429,6
6549,133
8065,31
9356,438
3135,367
13803,421
991,36
7,2
6482,173
800,83
4134,34
16437,220
13277,327
11754,67
1628,34
9417,74
5420,409
11862,59
6652,438
15067,94
3974,377
7335,26
11301,88
15285,25
10511,15
11216,244
15576,7
16844,232
10732,115
9162,176
1661,235
15318,260
12737,276
14747,326
256,7
2236,25
12135,404
806,39
2443,33
7119,1
3421,153
16066,74
17304,97
5601,105
14836,212
2079,89
16694,731
14845,729
376,2
989,47
4861,138
12726,180
2925,470
12703,121
6837,135
9084,210
445,98
16677,417
1679,97
9168,44
4726,382
11090,96
7215,27
13013,219
12399,513
2753,248
3362,66
9589,99
2146,46
10817,284
763,7
16174,724
2675,449
8270,26
1824,272
2148,339
7498,30
16466,154
9133,45
9451,311
13667,497
13282,209
11860,156
319,139
2382,2
6351,8
10826,12
8157,288
15360,11
9779,283
7988,254
17029,319
12216,5
9042,129
9256,173
7488,371
7258,43
2490,176
6069,121
7499,11
2379,21
1341,2
6702,318
13285,795
5602,266
3723,47
10804,23
347,26
2349,224
8717,9
808,20
11807,34
466,63
13284,439
16855,4
1281,160
11905,38
3734,118
690,3
17219,6
2547,44
6041,145
12025,15
7171,211
7720,69
9561,281
6030,396
3357,564
15856,296
13944,10
7267,254
10528,801
13402,214
5496,138
2479,6
17165,40
12864,4
10807,223
12953,398
12679,546
15397,497
6458,195
8729,84
14192,298
8231,151
12097,30
15399,371
1406,70
5797,123
1157,54
15262,9
193,6
11058,206
8759,383
2926,292
2377,99
4467,154
15278,810
13020,313
7046,5
6767,75
483,7
11054,744
7738,23
545,81
14955,534
4513,90
911,45
9890,6
13159,367
6037,5
9796,45
1502,35
4084,28
7543,168
15107,300
10393,4
5501,8
4798,217
12063,364
5919,2
10890,243
2310,9
2071,4
8558,217
16766,659
4433,216
4623,463
7845,178
11839,428
7800,299
11025,280
12257,304
10495,178
7731,163
5485,274
7276,374
3195,23
10034,3
2631,388
17037,211
5638,8
15755,346
9188,276
11577,228
16489,145
12219,450
1785,24
14199,341
1133,44
5723,201
9298,31
4168,164
5992,24
143,5
468,78
11033,276
3932,552
4626,428
16288,351
8924,281
8815,67
4172,604
4960,308
9392,18
16350,59
14104,427
6989,193
6343,251
1139,1
13830,396
15134,899
1241,115
154,87
17085,237
1058,161
12386,184
6708,10
6611,89
4572,224
13325,282
13349,221
4107,116
520,49
8500,26
10675,149
12024,7
17188,58
14523,42
9103,3
16923,202
15192,7
10415,23
12667,183
3770,146
5976,411
15314,137
7822,256
2072,3
1450,204
581,41
4993,96
6076,261
15744,7
15208,194
9115,174
14028,513
12023,2
11016,3
10054,101
5553,108
3089,190
4237,132
777,103
13707,469
15757,938
9454,267
2380,10
3330,176
6292,426
12910,14
17254,43
1223,11
16495,34
11787,351
4576,177
11957,361
1748,195
14386,246
12306,23
900,37
3812,252
7893,160
908,178
8379,411
4546,313
2011,87
14397,21
13453,771
5090,132
4265,303
12779,194
14446,17
2102,154
9716,406
111,132
13191,250
16574,409
5585,113
8716,18
14921,207
7561,66
12647,27
15241,43
3985,152
15645,16
10417,7
13525,556
12146,31
10516,120
2352,84
13484,103
5942,64
6256,22
2726,84
1301,59
8896,55
2700,181
7626,92
12011,502
7902,135
16320,403
5324,329
4458,402
8209,207
8170,9
2805,159
6700,604
12290,141
9478,80
14609,296
15428,33
7819,111
3474,376
3255,255
4744,102
5604,230
8817,6
10805,44
14457,290
4934,161
4569,130
9216,172
8378,431
12109,798
13027,110
2767,7
2444,15
949,10
10157,5
8806,322
17173,19
15602,178
12694,9
8819,2
8431,17
3984,167
16623,330
1603,4
2056,90
9900,207
11794,334
12407,8
17129,162
4037,7
13067,401
6597,174
8038,71
3206,23
13887,640
724,64
3556,15
5767,455
350,23
9869,15
10141,430
649,12
3063,207
14201,190
2436,29
2807,121
12935,7
16678,443
3874,370
1037,66
3612,224
620,20
13145,300
6086,6
6742,84
15398,456
6511,204
15984,400
16582,179
5249,142
14445,23
7518,240
3750,6
17253,53
11584,338
2270,133
4970,177
1226,2
13562,190
8830,219
11845,478
10040,559
11259,406
2509,75
9475,143
7130,22
6023,187
570,53
15865,28
14624,137
2998,384
14751,596
4453,264
4784,7
2985,89
11602,204
1721,299
13751,7
258,1
14095,235
11986,730
13766,891
6963,360
16612,151
7762,29
14741,358
589,84
9441,88
6885,149
1196,105
10380,212
7732,145
6071,179
3740,409
8454,32
15832,311
16967,622
12608,265
7817,23
3506,48
10057,6
17051,36
2104,184
12121,30
16780,133
10742,221
15419,254
2923,344
571,40
9970,183
938,125
4573,127
2858,62
8891,256
14258,187
12445,869
4355,432
14683,133
6730,54
13146,288
9309,241
15307,155
9294,17
15719,6
1673,119
7763,14
17017,109
16121,197
7309,9
2888,30
16814,111
6002,212
15235,105
2478,7
3902,150
16915,238
2118,24
3187,290
731,91
1718,13
7532,138
3219,29
9390,3
4984,294
2055,58
6683,30
9946,141
8525,27
4640,12
11187,387
4919,270
9991,22
8216,59
9545,146
6728,83
10647,115
5167,10
16409,172
5691,229
2164,22
2828,537
9010,13
11841,602
12768,12
6782,23
14949,18
2732,455
7664,40
2372,309
4574,148
5522,64
10564,149
3695,346
1886,124
13043,234
15540,581
4508,514
16403,10
44,22
17339,13
721,123
7430,8
14890,332
2663,237
1574,6
456,21
16358,386
11766,154
7375,182
246,63
7545,80
3268,72
12090,159
4327,12
10619,428
3244,25
751,78
9676,4
3451,402
7321,306
8746,26
5467,373
9531,14
15669,95
12370,270
4310,390
6094,179
7361,323
14304,8
14884,683
14351,53
6924,18
2359,3
2994,199
1848,307
10639,249
13716,425
5247,214
2516,411
14915,36
15847,585
7870,22
14245,878
5573,5
5795,164
9659,63
14066,64
9608,64
6949,20
16553,57
974,2
4312,421
10031,56
17230,43
3747,69
9773,1
13427,194
11458,300
1619,63
9033,57
1754,331
5995,408
4899,45
2578,180
3651,29
3944,7
16190,264
1992,112
6763,209
16183,49
1915,138
9801,41
15141,13
12725,328
13099,183
16929,2
9367,1
13477,715
14382,206
598,2
7143,4
13825,17
11893,678
11174,479
1775,313
14957,355
3629,64
10422,623
14077,812
13400,254
10445,278
16728,731
8018,446
7398,219
9988,6
304,1
4302,33
12949,705
14781,28
4669,130
3995,221
7969,305
9323,70
5126,349
13037,295
12279,591
11283,359
17231,36
11503,411
14509,463
321,68
12454,19
613,109
9164,108
16471,42
10180,18
12808,202
2617,169
4938,169
14882,164
1632,194
7909,1
11448,6
2093,32
5293,260
5509,121
8967,178
9432,148
10782,593
7566,99
5168,15
5566,440
343,84
3726,2
1416,29
2968,390
14482,436
5459,133
15806,809
12149,289
7544,128
12184,392
4519,6
1622,33
8860,52
5034,168
2860,7
14235,519
14107,138
2482,168
7334,6
16774,331
3368,25
9640,243
5556,213
10841,346
4773,284
4240,232
9520,140
8534,80
8674,4
15730,282
4579,274
12582,198
1631,181
7101,168
17059,286
14148,488
14731,93
6404,225
9097,90
10995,28
2969,366
3087,223
11657,269
12433,34
13692,521
6553,190
5570,70
2652,174
2760,195
16395,235
14129,356
9567,126
10966,69
7678,162
11543,3
8280,153
3429,399
8879,281
8752,84
3973,244
15256,306
12019,86
4848,194
4090,268
661,33
9146,52
5586,132
5704,6
3536,21
2391,145
12806,505
17311,6
1713,23
8755,117
3574,379
15350,495
4709,9
13455,533
11771,271
8182,166
2174,28
10189,128
16303,106
2027,136
12138,212
14072,300
11265,238
16338,359
11900,39
3277,323
3428,491
6175,231
2586,75
11738,126
2347,99
8874,106
15825,337
11964,568
5526,6
7315,170
5817,328
15478,16
13185,337
6746,155
4456,416
8653,7
16555,76
10604,220
11043,103
4373,5
12170,22
11212,673
2729,142
5628,156
2788,59
3562,304
4217,188
10332,501
4122,392
13896,9
4120,371
13142,560
7778,261
15479,6
1920,198
2202,115
866,65
5644,447
15621,14
16951,26
1140,2
15369,320
15638,788
7234,31
17035,210
11405,321
8523,56
5360,30
16511,228
3331,279
7213,2
6370,93
3935,232
2242,35
2786,125
8248,258
5827,6
4445,55
14828,207
2043,12
16989,447
11885,355
16111,55
11191,251
2818,209
9206,153
11030,632
5289,22
12492,534
3746,97
6930,402
5805,30
9167,74
5295,421
16818,486
5536,234
533,177
4280,14
987,95
11934,205
4687,5
9469,224
4890,140
5147,89
4287,374
3029,10
7331,8
14698,647
3906,159
10170,132
2623,5
5043,43
4699,277
8778,204
14406,204
9672,28
11278,21
6283,121
15525,112
10122,174
14015,48
10620,432
9331,322
14742,196
16686,21
11171,617
14978,165
6712,22
10935,698
11619,356
4252,31
2871,124
9011,33
16436,269
2004,287
7874,354
15518,473
3416,31
9158,133
7214,4
11498,7
3299,94
1615,145
4688,19
2804,196
3221,15
15212,45
11445,35
2494,286
15073,47
15274,251
3550,264
2766,17
11969,258
7408,114
4975,13
9067,176
17342,122
4679,323
15566,592
3669,556
8917,230
13300,713
6731,15
2064,85
8527,12
16913,172
14065,36
298,64
8343,68
11902,19
11644,197
9340,9
10481,417
10394,5
15512,573
8948,233
5030,128
6602,270
13513,6
7990,357
7527,28
13417,46
6108,80
8451,95
7368,161
8481,6
12816,19
3628,96
8433,9
15557,359
12205,405
1961,163
8257,131
2021,10
10065,10
8807,297
15301,901
12795,359
4013,6
12282,264
507,3
1744,280
6781,56
11406,182
11818,615
6405,127
12411,547
14958,190
1876,44
3641,385
17105,190
15674,31
13842,269
10115,234
2638,194
707,108
8236,268
10956,537
4291,398
12295,235
1458,52
8133,283
6815,444
13166,277
12577,40
8101,2
3022,434
5417,182
4004,565
9582,1
4804,96
14527,489
13928,280
12232,204
16045,41
5700,143
6453,121
10100,197
13530,191
14324,135
9205,116
7578,355
12220,634
7067,11
5989,12
9647,48
13976,315
7169,227
6199,253
10309,379
16801,352
9238,316
15783,572
1984,79
4029,536
8669,29
14626,216
15331,171
6020,214
8372,129
15905,297
1060,92
3989,2
5969,39
3385,174
1189,55
16081,517
15269,362
5433,93
2826,155
227,178
15439,291
7681,108
13308,492
17271,103
11064,2
3893,5
15352,247
11949,49
8208,151
5652,98
383,57
11063,2
14894,774
7076,62
2569,137
4159,9
2127,243
15531,51
16148,651
148,63
5054,122
9989,5
8727,64
8821,57
5864,281
12660,542
8572,33
11255,4
15354,185
10914,298
13679,55
6321,104
12185,143
15277,917
5736,138
3575,337
11522,123
4118,331
3668,579
10110,262
8529,4
9835,157
12847,506
4261,170
14774,977
12822,494
7193,254
16042,2
12811,174
3131,70
7903,87
8931,67
7014,129
2429,24
8095,92
4023,189
5927,72
1581,259
6541,3
10032,10
5301,292
7256,137
8278,137
9528,87
5801,43
12354,226
5026,335
13621,738
7443,310
